Title,Identifier,Creators,Supervisors,Lang,Subjects,SubjectsVDP,Date,Institute,FacultyShort,FacultyLong,InstituteShort,InstituteLong,MasterProg,LangNorm
Barnet i teksten - En tekstanalytisk undersøkelse om fremstillingen av barn i barneverntjenestens enkeltvedtak,https://hdl.handle.net/10642/3401,"Sprakehaug, Silje","Storø, Jan",nb,barnefaglige tekster|barneverntjenesten|hjelpetiltak,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2016,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Voldsutsatthet og resiliens i økonomisk kontekst - En analyse av resiliens hos ungdom,https://hdl.handle.net/10642/7694,"Maqbul, Shamsa","Valseth, Kirsti",nb,Vold|Resiliens|Motstandsdyktighet|Økonomi,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360|VDP::Samfunnsvitenskap: 200::Kriminologi: 350,2018,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Kjønnede betydninger på omsorgssenter : en studie av enslige mindreårige asylsøkerjenter og deres omsorgspersoner,https://hdl.handle.net/10642/401,"Østereng, Marita","Gulbrandsen, Liv Mette",nb,Omsorgssentre|Asylsøkere|Kjønn,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2010,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
"Skolemiljøets betydning for skulk - En analyse av hvordan trivsel, læreromsorg og motivasjon henger sammen med skulk blant gutter og jenter i videregående skole",https://hdl.handle.net/11250/2788611,"Hult, Solveig","Dahl, Espen",nb,Skulk|Skoletrivsel|Skolemotivasjon|Lærere|Omsorg|Motivasjon,,2021,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Familierådets retorikk : Dekonstruksjon av Sveinung Horveraks doktorgradsavhandling,https://hdl.handle.net/10642/264,"Stubberud, Anne-Lise","Engebretsen, Eivind",nb,Familieråd|Familieveiledning|Myndiggjøring|Brukermedvirkning|Barnevern|Evaluering,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2008,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Veien til høyere utdanning. En kvalitativ studie om studenter med innvandrerbakgrunn sitt valg om å ta høyere utdanning Masteroppgave i sosialt arbeid Høgskolen i,https://hdl.handle.net/10642/5659,"Jarebica, Hena","Hansen, Helle Cathrine",nb,Utdanning|Innvandrere|Inkludering|Identitet,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2017,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
"Ungdoms opplevelse av kroppspress: En kvantitativ studie om sammenhengen mellom skjermtid, sosiale medier og kroppspress",https://hdl.handle.net/10642/9453,"Rusten, Pernille","Tøge, Anne Grete",nb,Ungdom|Ungdomstid|Kroppspress|Sosiale medier|Skjermtid,,2020,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Balansekunst : en studie av sosialarbeideres beslutningsprosesser i sosialt arbeids praksisfelt,https://hdl.handle.net/10642/552,"Hammer, Siri Elisabeth Sandvik","Sandbæk, Mona",nb,Beslutningsprosesser|Etikk|Etiske dilemmaer,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2010,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Den krevende bekymringsprosessen - Utfordringer for pedagogiske ledere i barnehager som vurderer å melde bekymring til barnevernet,https://hdl.handle.net/10642/3332,"Keilman, Edward","Ulvik, Oddbjørg Skjær",nb,barnehagepersonell|helse|utvikling|barneverntjenesten,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2016,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Møte med familievold i sosialtjenesten : Sosialarbeiderens forståelse og handlemåter,https://hdl.handle.net/10642/293,"Saur, Randi","Levin, Irene",nb,Familievold|Vold|Utsatte|Utøvere|Sosialtjenesten|Sosialarbeidere,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2007,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Kunnskapsmakt : Et tekstanalytisk blikk på rapporten: ”Hva er det med familieråd?”,https://hdl.handle.net/10642/287,"Kolstad, Marte Stene","Engebretsen, Eivind",nb,Familieråd|Familierådgivning|Kunnskapssyn|Tekstanalyse|Makt,"VDP::Medisinske Fag: 700::Helsefag: 800::Samfunnsmedisin, sosialmedisin: 801|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360",2009,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Fosterforeldres egen opplevelse av veiledning.,https://hdl.handle.net/10642/2306,"Grøholt, Pauline Kristina","Stiklestad, Sigrun Saur",nb,Fosterhjem|Barnevern,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360|VDP::Samfunnsvitenskap: 200::Psykologi: 260::Personlighetspsykologi: 264,2014,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Barneverntjenestens arbeid med lavinntektsfamilier - Intervju med syv saksbehandlere om hvordan de arbeider i lavinntektsfamilier.,https://hdl.handle.net/10642/3399,"Holmen, Trine","Gulbrandsen, Liv Mette",nb,fattigdom|barn|barneverntjenesten|rettigheter|FNs barnekonvensjon,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2016,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Tidligere rusmisbrukeres syn på en strukturert hverdag og meningsfulle aktiviteter.  Sett i lys av et helhetlig perspektiv,https://hdl.handle.net/11250/2788630,"Bekkemellem, Cecilie","Fjeldheim, Siri",nb,Rusmisbrukere|Rusmisbruk|Kvalitativ forskning|Helhetlig perspektiv|Rehabilitering,,2021,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
”Å ha et barn sammen” : Ein studie av fosterforeldre sine forhandlingar med barneverntenesten.,https://hdl.handle.net/10642/273,"Dimmen, Siv Anne","Ulvig, Oddbjørg Skjær",nn,Barnevern|Fosterforeldre|Fosterhjem|Fosterbarn,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2007,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Relational Alliance and Professional Practice in Social Work: A study of the Norwegian Qualification Programme,https://hdl.handle.net/10642/2750,"Vilhena, Susana","Malmberg-Heimonen, Ira",en,"Comprehensive, Methodological and Principle-based Approach|CMPA|Labour and Welfare Administration|NAV|New Public Management",VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2014,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,eng
Både spesielt og ikke spesielt : BUP terapeuters møte med ikke-heterofil ungdom,https://hdl.handle.net/10642/294,"Øverås, Hanne","Ohnstad, Anbjørg",nb,Homofili|Bifili|Ungdom|Helsevern|Sosiologi,VDP::Samfunnsvitenskap: 200::Sosiologi: 220|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2008,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Emosjonelle foreldre og usynlige barn : en dekonstruktiv lesing av læreboken Praktisk barnevernarbeid,https://hdl.handle.net/10642/394,"Uppstad, Tone-Hege","Skorpen, Berit|Engebretsen, Eivind",nb,Barnevern|Tekstanalyse|Dekonstruksjon,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2010,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Tverrfaglig samarbeid : pynt eller praksis?,https://hdl.handle.net/10642/548,"Jacobsen, Gro","Røysum, Anita",nb,Tverrfaglig samarbeid|Makt|Bordieu|Samarbeid|Makt og posisjoner,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2010,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Å stole på andre - Ei kvantitativ studie av sosial tillit,https://hdl.handle.net/10642/5361,"Haugarvoll, Geir",,nn,sosial tillit|sosial kapital|utdanningsnivå,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2017,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Miljøterapeutiske virksomheter - en kultursensitiv tilnærming til miljøet som klinisk faktor,https://hdl.handle.net/10642/285,"Simensen, Hege","Jansen, Anne",nb,Miljøterapi|Miljøterapeuter|Behandlingsformer,"VDP::Medisinske Fag: 700::Helsefag: 800::Samfunnsmedisin, sosialmedisin: 801|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360",2008,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Konstruksjoner av det biologiske prinsipp - En kritisk diskursinspirert analyse av det biologiske prinsipp i vedtak fra fylkesnemnda,https://hdl.handle.net/10642/2762,"Demiri, Aisha Synnøve","Ulvik, Oddbjørg Skjær",nb,Biologiske prinsipp|Fylkesnemda|Bernevernssaker|Barnevernloven,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2015,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Når gjestene blir : en kvalitativstudie av eldre pakistanere og deres alderdom i Norge,https://hdl.handle.net/10642/551,"Raja, Madia","Seltzer, Michael|Bangstad, Sindre",nb,Eldre|Pakistanere|Innvandrere,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2010,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
"Tanker, ønsker og forhåpninger vedrørende alderdommen : seks kvinner med pakistansk bakgrunn på et seniorsenter",https://hdl.handle.net/10642/549,"Nomerstad, Kamilla","Rugkåsa, Marianne",nb,Alderdom|Etniske minoriteter|Kvinner|Seniorsentre,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2010,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Innføring av MST fra USA til Norge : en genredialogisk analyse av noen sentrale tekster,https://hdl.handle.net/10642/267,"Krogh, Jan",,nb,Terapi|Multisystemisk|MST,"VDP::Medisinske Fag: 700::Helsefag: 800::Samfunnsmedisin, sosialmedisin: 801",2008,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Når livet blir noe mer enn den neste dosen - En oppgave om rusavhengiges opplevelse av livskvalitet knyttet til substitusjon- og heroinbehandling i Norge og Danmark Masteroppgave,https://hdl.handle.net/10642/2761,"Flaathe, Anna Franziska","Stiklestad, Sigrun Saur",nb,Substitusjonsbehandling|LAR|Heroinbehandling|Rus|Livskvalitet|Brukermedvirkning,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2015,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Organisasjonskultur som fortrinn i turbulente tider - En studie av hvordan relasjonen mellom organisasjon og ansatt kan påvirke de negative effektene av psykologiske kontraktsbrudd,https://hdl.handle.net/10642/5334,"Øren, Susanne Tranvåg|Johnsen, Marianne Solberg","Kopperud, Karoline",nb,organisasjonskultur|psykologiske kontraktsbrudd|sosiale bytteforhold,VDP::Samfunnsvitenskap: 200::Psykologi: 260::Organisasjonspsykologi: 268|VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2016,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Hvordan er holdningen til ROBEK hos ledelsen i en kommune?,https://hdl.handle.net/10642/5336,"Minnesjord, Ingunn","Veiden, Pål",nb,Register om betinget godkjenning og kontroll|ROBEK|Lyngen kommune|karlsøy kommune|økonomisk handlingsrom|selvstyre,VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2016,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Er ledermøter effektive? : en analyse av et utvalg ledermøter i et psykiatrisk sykehus,https://hdl.handle.net/10642/1661,"Lundiin, Andreas","Høst, Tor",nb,Sykehus|Ledere|Ledelse|Møter|Psykiatri,"VDP::Samfunnsvitenskap: 200::Psykologi: 260::Organisasjonspsykologi: 268|VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240|VDP::Medisinske Fag: 700::Klinisk medisinske fag: 750::Psykiatri, barnepsykiatri: 757",2013,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Strategisk planlegging og styring i kommunesektoren: Utgjør det en forskjell på offentlig verdiskaping?,https://hdl.handle.net/10642/2156,"Holst, Merethe Dypfest|Nielsen, Kathrine","Johnsen, Åge",nb,Strategisk planlegging|Kommunalt arbeid|Offentlig verdiskapning,VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2014,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
NAV - litt bedre enn i går? : kollegaveiledning som arena for mestring og refleksjon,https://hdl.handle.net/10642/1658,"Skinnarland, Sonja|Lindberg, Ragnhild","Døving, Erik",nb,NAV|Kollegaer|Veiledninger|Veilederroller|Mestring|Refleksjoner|Læring,VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240|VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280|VDP::Samfunnsvitenskap: 200::Psykologi: 260::Organisasjonspsykologi: 268,2013,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Managing International Collaborative Research Projects,https://hdl.handle.net/10642/7721,"Skogli, May-Lill","Hovik, Sissel",en,Collaborations|Networks|Managements|Paradoxes,VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2019,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,eng
Frivillighet eller tvang? En studie av nasjonale myndigheters styring av kommunereformen,https://hdl.handle.net/10642/5299,"Rusaanes, Kristen","Hovik, Sissel",nb,kommunereform|styring|styringsmidler|virkemidler,VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2016,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Organisasjonskynisme og leder-medarbeiderrelasjoner. Et dyadisk studie basert på sosial bytte-teori.,https://hdl.handle.net/10642/7704,"Enger, Heidi","Kopperud, Karoline",nb,Organisasjonskynisme|Leder-medarbeiderrelasjoner|Psykologisk fleksibilitet,VDP::Samfunnsvitenskap: 200::Psykologi: 260::Organisasjonspsykologi: 268|VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2019,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Deichman Bjørvika – klarer biblioteket å balansere utleie og bibliotekdrift?,https://hdl.handle.net/11250/2788940,"Hansen, Heidi Scarth|Klemetsrud, Mia","Veiden, Pål",nb,Bibliotek|Folkebibliotek|Deichman|Omorganisering|Utleie|Formidling|Møteplass|Privatisering|Samarbeidspartnere|Oslo Kommune|Bjørvika,,2021,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Penger er dog ikke alt… Kommuners økonomiske handlingsroms betydning for ønske om kommunesammenslåing.,https://hdl.handle.net/10642/5298,"Vik, Kjetil","Hovik, Sissel",nb,kommunereform|kommunesammenslåing|økonomisk handlingsrom,VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2016,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Endringsledelse i offentlig sektor. Hvordan kan kommunikasjon brukes som strategisk verktøy til støtte for endringer i offentlig sektor?,https://hdl.handle.net/10642/6344,"Hagen, Christian Sylta","nerstad, Christina",nb,Endringsledelse|Strategisk kommunikasjon|Forsvaret|Endringskommunikasjon|Endringsprosesser,VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2018,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
"NAV - Når Arbeidslinja Virkeliggjøres : en analyse av NAV-kontorenes fokus på oppfølging mot arbeid og aktivitet, sett i lys av resultatmålinger og organisasjonelle grep",https://hdl.handle.net/10642/1306,"Berndtsson, Hans Kristian|Gulla, Lillian Merethe","Vabo, Signy Irene|Johnsen, Åge",nb,NAV|Resultatmålinger|Offentlige tjenester|Arbeidslinja,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360|VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2012,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Hva er ulemper og fordeler med organisering av kommunale oppgaver i egenregi og i interkommunalt samarbeid (IKS)?,https://hdl.handle.net/10642/5292,"Kittilsen, Tendai Kuleya","Stamsø, Mary Ann|Kolltveit, Kristoffer",nb,interkommunale selskaper|økonomi|effektivitet|kvalitet|styringsmuligheter|demokratisk påvirkning|Nedre Romerike Brann- og redningsvesen,VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2017,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Veldig magisk på relativt kort opprigg- forvaltning av Den kulturelle skolesekken på fylkes- og kommunenivå,https://hdl.handle.net/10642/9262,"Iversen, Matias Hilmar","Hagen Olsen, Espen Daniel",nb,Organisasjonsteori|Offentlig forvaltning|Kulturpolitikk|Den kulturelle skolesekken|Myteperspektiv,,2020,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Strategier i kommunal helse- og omsorgstjeneste. Statlige styringsinstrumenter og lokale tilpasninger,https://hdl.handle.net/10642/6394,"Ingjer, Anette Jørve","Tufte, Per Arne",nb,Kommunale strategier|Kommunale helsetjenester|Kommunale omsorgstjenester|Styringsinstrumenter|Kommunale handlingsrom,VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2018,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
Fremtidens lederroller - Dagens toppledere om fremtidens lederroller mot 2030,https://hdl.handle.net/10642/3091,"Hovde, Christoffer","Johnsen, Åge",nb,ledelse|lederroller|toppledere,VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2015,SAM - Master i Styring og ledelse,SAM,Fakultet for samfunnsvitenskap,HHS,Handelshøyskolen ved OsloMet,Master i Styring og ledelse,nor
